,User ID,Device,Duration
0,4c731e48-0377-4d7d-b4c8-b2174b774ed8,Microsoft,11
1,95258c36-5b6b-4591-85ee-0c43f503c1d5,Apple,51
2,a8229d24-f219-4930-a382-24049a8f73bb,HTC,25
3,8f41c07f-db4f-44f3-ae81-1f99cee047eb,Motorola,68
4,3af8d78b-55c4-4ac0-8161-7cc3f6ec11c9,Huawei,57
5,2bd9c167-e06c-47c1-a978-3403d6724606,Apple,90
6,7dd7dec0-5758-4a6e-a7dd-27a20e57c757,Apple,40
7,f62c96d8-5b1e-45c6-8a65-b36a9387827d,Microsoft,6
8,22056f9e-4654-44e9-930d-2fabdeb80f95,Huawei,58
9,30a7de62-d6a1-47d6-963f-0724adf18c4b,Huawei,12
10,c7b6e374-1bef-48c3-8222-cc231dbd5cce,Huawei,21
11,eff1e86a-8ede-4a41-818b-9442e3181ee3,Samsung,8
12,346174b1-4661-4cdd-8c47-66dbd013cd56,Microsoft,56
13,0f1f6aef-b094-4b4d-b6b6-412ebc42c12b,Google,18
14,0828c4e1-63ec-4121-aa07-eefd37954bb9,HTC,81
15,8665a934-dc22-482b-9289-2e2c9d6a4095,Apple,24
16,d4dc38d4-5c80-428f-95da-b746a275531c,Microsoft,8
17,5ff89fb3-b364-494f-b62d-07097b2ffa12,Google,84
18,bbef3be1-172e-44bb-be3b-013140707ecf,Apple,72
19,fb4654ff-ce23-4a77-b52a-50f8948b5664,Huawei,12
20,77908afa-eff6-49a9-b042-04fff799a0ff,Google,31
21,26c6734f-42b6-48f8-a08e-e1c3a79019d0,HTC,35
22,41b0ee09-2868-4c4b-a22d-b533a7fa46af,Google,74
23,2ab641a8-6ad4-4d1a-8511-d87ff5346773,Huawei,53
24,da97952a-2eba-46c4-a19e-3df3c40a1524,Microsoft,79
25,92c3576c-8634-42a8-8005-6e1ff8c207e8,HTC,11
26,a1a9c0bd-785a-478f-a19e-9eb48fae0bd6,HTC,12
27,e8493c32-7f6f-4e57-a691-cf0df6f015c9,Motorola,23
28,aa71ef91-252d-4c99-92ad-cf617f09fced,Motorola,5
29,dcc6000c-ba92-472c-8bc1-9e9ca30b475b,HTC,98
30,9ce133df-bd87-4559-96d7-a402add824ca,Samsung,36
31,63e07d14-7bed-44b8-9cf0-4a7e9b2a99ea,Microsoft,10
32,a559688e-3f10-436f-a25e-8ad553eacb89,Apple,19
33,3c45659f-e24d-4b0d-8210-0b7704ea1ac6,Google,66
34,2aae6657-1214-4119-8cde-6b0dc5cd5529,Microsoft,92
35,002cd824-10f2-447c-8d1c-940325a1cdf4,Huawei,51
36,0c347562-ce55-450b-91ab-0707662b36f5,HTC,78
37,b143cd2b-20b1-4e9c-9bb7-cfb359b33d01,Samsung,44
38,3f2d07e5-3604-4873-9737-bb44340773d8,Motorola,54
39,7918d465-0953-4f20-9e28-539e74c82e2f,Apple,79
40,9e9c6089-692f-406c-afee-50f62c127e9d,Apple,58
41,fd7396b2-a18b-449c-b326-e676aebd7776,Motorola,26
42,9dcb5fd8-9e7f-40d3-bd1d-edf33ecf6388,Samsung,89
43,dab237a2-dcc9-4322-a9b6-b2d16ee38c78,HTC,21
44,1932a904-86ba-4438-bb52-b7e6516a4019,Motorola,42
45,877ce8ba-564f-4b86-9cdc-94a93d9a7997,Apple,99
46,7d624010-a0e7-455b-a606-48c5c467dd80,Huawei,19
47,0871bb31-3d6e-4e4c-ab19-95a262cac0d4,Samsung,14
48,f9ecf6a2-8402-43b3-bf22-8cd54394ea02,Huawei,56
49,132b1407-16fa-48f8-8112-3e426974bbb7,Google,17
50,b9480379-4b96-412c-8dca-96fff9ae81a3,Google,40
51,fe15963d-0a77-4247-9bc6-04e146b826b2,Motorola,8
52,69527334-c362-47df-87fc-5e2b5e2605e5,HTC,15
53,6e98e5c2-b7d7-4915-bb20-d01a42d29dee,Microsoft,77
54,90e2caab-9daa-4bf0-8104-c25e6c70c59d,HTC,15
55,43dc107a-bd3f-4cfe-96f7-8d17ca485bc2,Motorola,70
56,85a3acae-0e71-49f4-a6ee-13d3df1f4962,Microsoft,89
57,4cff698b-def1-497c-a78e-75058de67fe8,Huawei,74
58,5ffd8b51-164e-47e2-885e-8b8c46eb63ed,Huawei,98
59,95023c1b-04b7-4efd-ab34-61a4a70bb9d8,HTC,54
60,2026ccb6-77b2-494c-9b6b-a5d32aa86776,Google,90
61,ad9f5c2f-aa30-4baf-b084-56b1a4b63b09,Microsoft,6
62,7bf3ce80-784e-42a0-b06a-dbbd1e31a9b7,HTC,58
63,92b87fa5-f271-43e0-af66-84fac21052e6,Huawei,11
64,ed1c744d-8561-4b41-b83c-7bf554fbca97,Apple,90
65,e8c9386c-8fbc-40cc-9587-ccb912ec5c10,Huawei,74
66,df1e7940-d514-40aa-af3a-e742792c4b5e,Samsung,73
67,6e9c7f30-264a-4aa0-b3ac-36e852d10906,Microsoft,2
68,69fcad9e-45a9-4189-b7e1-96b26c57c542,Huawei,56
69,094fbe49-da84-4445-9d28-7fc5f593f5ad,HTC,35
70,ec2729db-9794-466e-93ba-a19402e16bef,Motorola,27
71,ddd079a8-00dd-4aab-9551-11961171db16,HTC,83
72,d97f6964-a2d4-4d55-8f3d-5b4aac2f569f,Huawei,85
73,9ed68c70-13fd-4346-808f-2665943c46d6,Huawei,19
74,9b6d35f9-5e15-4cd0-a8d7-b1f3340e02c4,HTC,19
75,6fd58dea-315a-4ab2-8023-424a6ff455cd,sbnnz,73
76,35d6a1f3-e358-4d4b-8074-05f3b7f35c2a,Motorola,67
77,e3417115-6e56-4f55-a4ae-70353582a8c4,Motorola,46
78,9d0a0b94-b081-40d7-bf56-6f8f4750dbaf,Microsoft,10
79,29ba1f29-2e45-41bd-9c43-05d0dae6c1c6,Motorola,88
80,0c5b0547-820a-4beb-832e-3162f74ccfa7,Motorola,53
81,48e26178-5cdd-4568-9990-d3bc5937910b,Huawei,73
82,40e643fb-369c-4ecb-beb7-810114f331fa,Huawei,78
83,8fe167eb-3c69-459a-b32d-b030b942eab4,HTC,62
84,0a1cde57-79ab-4c61-b664-1d3b290b43cf,Google,68
85,6ecb39b1-8f85-44f1-b2f3-0cffcba4d731,HTC,19
86,b6d04982-1509-41ab-a700-b390d6cb4d02,Google,95
87,d55f3314-96cc-4a5d-b650-f43f094cd3c3,Google,50
88,7b7b5825-2ae1-4119-99a7-e638f13267a0,Huawei,77
89,f182f7d5-e202-4e89-832e-02205dd2ff02,Microsoft,32
90,03e3a23a-a77a-41da-9ecd-3f2ff9e5bc90,Apple,77
91,98411adf-cfc0-400d-aac8-e215571ef3f2,Huawei,91
92,4607d7b0-3313-49b8-9f73-5b8227fc5b67,Google,90
93,1798905d-6c3a-4e5d-a9d1-ce429b1260d7,Huawei,46
94,08c64787-e47b-4a7f-b00b-5590eb5fbc3a,Apple,85
95,2af7f476-41b6-4147-aac7-0bbcb5043895,Microsoft,60
96,64b33556-9ecf-4ebc-8b4c-f829ab1a4881,Motorola,81
97,e89d4cb0-3bec-43b8-8060-719983fe68a9,Microsoft,41
98,69532ce2-1ffe-4187-8042-0230d115b24e,Microsoft,11
99,427fa55b-7f49-4981-bcd7-59fee8efb512,HTC,15
100,1582dac6-ebec-43ed-a34a-1a202ca72627,Google,88
101,48e834aa-fd4a-4206-93e8-ac8fdac613bc,Samsung,6
102,48bed4d7-0329-472c-96d9-b23a103eb834,Microsoft,48
103,ad4bd878-55e7-487c-a4db-470b23bbd832,Motorola,97
104,1e571af5-1796-424c-b744-a925897d44a3,Google,86
105,ae600af5-c1f0-4b1f-adb0-1b4c246373e4,Samsung,79
106,2f112802-2501-45b5-a9d9-470cda6ef23e,Google,73
107,d74e1b39-7b34-4bcb-a24d-e215097187f5,HTC,54
108,7000ac2e-87a0-4e23-b342-5f150e03f9ef,Huawei,20
109,b76ebf8d-3f04-4e7f-aec8-22575f68d9e2,Motorola,56
110,80c36ce2-2cef-4a47-a563-d2a60a2b1825,Samsung,16
111,bfe23c39-f814-4282-b0f7-506cd8295b8a,Google,77
112,a6e32004-8866-40e5-aaeb-e159c13fd42a,Microsoft,30
113,cafa0d07-63be-4b5b-bc7f-c4f4091d403d,HTC,52
114,ae4eaf32-9db8-457d-ad58-1c4fad4b7eff,Samsung,83
115,b841358a-d8ff-412e-b940-3a95fd31291b,Apple,81
116,1a1be722-70b0-47e0-a737-1700cffa1e6d,Samsung,44
117,4291e9a9-b4a8-42e1-b032-520b16f93888,Samsung,90
118,05782669-264e-4c14-990e-14c8dbb13bef,Huawei,33
119,15cf4392-8541-422b-8957-a9c0380c11d9,Huawei,30
120,75ef996f-dee4-47d9-87e2-9b58ebd76ff0,HTC,97
121,78703a69-8edc-458f-b0fc-85d96501dcdc,Motorola,3
122,76cb4dbe-7748-49ab-8179-6e3f3b840dd6,Google,12
123,5d33137a-3306-4d5f-8ab1-48d2446a12b0,HTC,41
124,e43acf25-fcfb-4dbf-bc8c-ccbe16c329e7,Huawei,50
125,e32722f4-69b1-4aff-b13b-8928ea08fd6a,Microsoft,97
126,bcdf88dc-2a52-4716-bc24-a1b46040c8ce,HTC,69
127,fa3e42f0-71d8-455f-b024-e52d5c27a145,Motorola,35
128,33c1cee6-ae56-4f8e-84fc-ee0a4b7bbf4c,HTC,49
129,cf34e8ee-f508-47bc-baa1-bcc576e1084d,Huawei,10
130,2a41e628-4cc5-4765-af2e-8b3dec750c0b,Motorola,46
131,bf970f55-66c1-402d-a5d7-f086421516c9,Apple,78
132,a6133f47-5586-434e-8be1-1e7122db1c0e,Microsoft,26
133,11f207c2-0113-47e5-aa9a-df2c7b91ac75,Google,17
134,56b8948a-68bd-425f-b842-eabe6bcfacca,HTC,47
135,8b49caad-bcc5-43de-bf40-34a66ff8805c,Microsoft,3
136,8f3d5674-544d-4f70-b4c1-7b9d93371855,Google,96
137,d27670c9-f85e-43e0-80a7-122cba908f10,Huawei,20
138,18c56602-937e-4ff3-bc6c-43f0b14212ca,Motorola,65
139,e79a2e98-57b4-4469-8da4-87f338460d42,Apple,63
140,a8d09ab9-44c6-493c-afdf-93888822a4b0,Apple,13
141,3956593b-7739-426a-b7a5-e841c95a5df9,Apple,57
142,49f49bcf-17fe-4edd-990d-16c3d1df931b,Samsung,45
143,95f4bf3f-7eb7-429a-9f48-0f7cbdf0beaa,Motorola,69
144,568e7c6f-b1e9-4a85-897c-aaaaa0ce8832,Motorola,3
145,4dc7482d-e44b-47cc-bc27-7bf663497997,Huawei,91
146,85eca06e-b8db-4fd9-b083-da47572c40b2,Apple,67
147,d71363d5-6468-44b0-b641-94c4776bce98,Huawei,91
148,1ebc46fa-edd3-4dec-bb45-c124daf83512,Microsoft,30
149,91bec0ab-a8d4-421e-b333-e511c7c6f9a0,Apple,58
150,9bb5d084-0b28-4352-8591-5b5a4efecdf0,thbhn,4
151,dbacabf8-7ebd-4f22-a261-59d8dad306f1,Huawei,9
152,7a85fbc6-253f-4552-9f4a-c1a332e14fa5,Google,12
153,9a5aca53-6263-485a-bf77-e60c4608fd26,Apple,3
154,0c9ea4da-c609-4b08-ab44-1da0530ba364,Google,0
155,1f81cb56-5258-4f9e-ab2c-4dfb581b44cb,Samsung,49
156,311d7214-711f-4f66-bc9a-e835fa54ffb6,Google,45
157,109782f9-4141-4d5a-826f-9a4ea672f65b,Microsoft,62
158,fe1c151b-1a95-43fa-9a4c-f3214adba852,HTC,17
159,c76c3393-88e2-47b0-ac37-dc4f2053f5a5,Google,74
160,49da0743-cb4d-4c84-b6a2-537bbe7256d1,Samsung,30
161,acd90ee9-84cd-465e-88e3-f128dd0cc1da,Samsung,94
162,f02267ef-8974-43f5-9a2f-03d2c8ec22ca,Huawei,75
163,b0d6f088-ee97-4087-aeb1-4957f24a5f4d,Microsoft,18
164,6978b891-dea2-4217-8bc8-47d5aa25e743,Samsung,3
165,c880dbc5-8997-4f38-9055-c254b9133175,Motorola,49
166,33a8d02a-e255-4ffe-9d90-2df8c2914077,Samsung,31
167,c64c5004-6ab5-4faa-9fcd-8039fe57799d,Google,38
168,2c32ac39-926d-4473-801f-5733222ad74f,Google,7
169,06a8036a-6e4c-4b15-a6c8-ca74ac11ea73,Motorola,2
170,fe37b2b4-ee09-4caf-aff5-fd15f6f083a1,Microsoft,62
171,e0e16358-f850-4085-bc5a-ed8e6a4b2ec1,Apple,2
172,289044c8-e74c-4814-898a-b3b5eba6e46e,Apple,57
173,a6668254-c779-424c-8c8b-1762bf45916e,Huawei,33
174,cd5fd7db-8715-41b7-8f4a-11a65b638d8e,Microsoft,46
175,31d378e7-9e95-4e8a-b564-7fd346027dfe,Motorola,76
176,a58444bc-a23e-40a1-b09d-0f90bd5cd6b3,Google,13
177,808f5b0d-17e3-44e1-b58e-7f35ebabaff2,Microsoft,60
178,3663e3e6-3d5c-4ed9-a6af-1e680ec5f34b,Huawei,5
179,68724f58-bc4d-4ab0-a4e1-60cdd5e95e7d,Microsoft,57
180,54a8e072-5369-4122-9189-43b55e1a4ba2,Huawei,33
181,987b33de-7307-48c1-b34a-6c6806d7af67,Google,78
182,324e384a-9963-4d17-94aa-21859ea85062,HTC,72
183,85503a94-e733-486e-989e-12ff9b59f2d3,HTC,50
184,8d3cd87d-8a31-4935-9a4f-b319bfe05f31,Microsoft,10
185,4ce3f877-96ea-4a37-8107-1176126d9d97,Motorola,46
186,8af596f3-c67c-4f40-a0cc-e258e730a8f5,Motorola,87
187,37867a23-d07b-4990-8fa8-d694cf7d3b1b,Apple,77
188,425b7021-0409-4358-af39-2bff14197d0a,Motorola,47
189,7719b807-bf22-4b36-8f69-44d9a87d239b,Microsoft,94
190,e377a5c2-0378-4684-b7d1-5d80e04243ed,Microsoft,57
191,9210e8dd-d2a2-4ea7-8cbd-f37e1e8efea5,Microsoft,38
192,d51a3403-8bab-4d88-af4f-a429c6d8c168,Apple,15
193,a6f003be-b0fd-4100-b4cc-f568a21b9745,Microsoft,7
194,87026ce7-fd0b-4b57-9126-d4bae2c1ee0e,Huawei,88
195,1ee25417-3648-4220-9b8f-fc82d1ef450c,Motorola,31
196,23483ddd-e43e-4c5f-a1b7-5392410aa8d1,HTC,35
197,c07fd88f-9e7b-47eb-8477-8fcbffb7c5c8,HTC,97
198,e57c1d53-11ce-4df6-bb4b-85647776fd6d,HTC,79
199,624db443-c716-4227-ac84-a6f7c3a59162,Microsoft,21
